"","caseid"
"12409","      817154  4"
"12410","      817161  2"
"12411","      819 23  2"
"12412","      819 23  4"
"12413","      819 30  2"
"12414","      819 37  1"
"12415","      819 59  2"
"12416","      819 59  3"
"12417","      819 66  3"
"12418","      819 66  5"
"12419","      819 66  6"
"12420","      819 73  2"
"12421","      819 73  3"
"12422","      819 73  4"
"12423","      819 87  2"
"12424","      820  1  3"
"12425","      820  8  2"
"12426","      820 14  2"
"12427","      820 27  2"
"12428","      820 40  4"
"12429","      820 40  5"
"12430","      820 53  3"
"12431","      820 60  2"
"12432","      820 60  3"
"12433","      820 66  2"
"12434","      820 66  3"
"12435","      820 72  6"
"12436","      820 79  4"
"12437","      820 79  6"
"12438","      821  3  2"
"12439","      821 10  4"
"12440","      821 10  5"
"12441","      821 16  3"
"12442","      821 16  5"
"12443","      821 16  6"
"12444","      821 16  7"
"12445","      821 23  6"
"12446","      821 23  7"
"12447","      821 23  8"
"12448","      821 37  2"
"12449","      821 44  1"
"12450","      821 58  2"
"12451","      821 65  1"
"12452","      821 72  2"
"12453","      821 72  3"
"12454","      821 92  2"
"12455","      821 96  2"
"12456","      821 99  2"
"12457","      821127  2"
"12458","      824  4  2"
"12459","      824  4  5"
"12460","      824  4  6"
"12461","      824 10  2"
"12462","      824 10  5"
"12463","      824 10  6"
"12464","      824 30  3"
"12465","      824 30  4"
"12466","      824 43  3"
"12467","      824 43  4"
"12468","      824 69  3"
"12469","      825  2  2"
"12470","      825 22  5"
"12471","      825 29  2"
"12472","      825 29  5"
"12473","      825 36  4"
"12474","      825 49  3"
"12475","      825 56  2"
"12476","      825 56  3"
"12477","      825 56  5"
"12478","      826 13  3"
"12479","      826 33  1"
"12480","      826 52  2"
"12481","      826 52  5"
"12482","      826 72  2"
"12483","      826 72  6"
"12484","      826 78  2"
"12485","      826 85  4"
"12486","      829  2  2"
"12487","      829  2  6"
"12488","      829  2  7"
"12489","      829 16  2"
"12490","      829 23  2"
"12491","      829 29  2"
"12492","      829 43  2"
"12493","      829 50  2"
"12494","      829 50  3"
"12495","      829 50  4"
"12496","      829 57  3"
"12497","      829 64  2"
"12498","      829 70  2"
"12499","      829 77  3"
"12500","      829 84  3"
"12501","      829 84  6"
"12502","      829 91  1"
"12503","      829 98  1"
"12504","      829 98  3"
"12505","      829 98  4"
"12506","      829111  2"
"12507","      830  3  3"
"12508","      830 10  2"
"12509","      830 10  3"
"12510","      830 23  2"
"12511","      830 36  3"
"12512","      830 36  8"
"12513","      830 43  1"
"12514","      830 43  2"
"12515","      830 56  3"
"12516","      830 69  3"
"12517","      830 76  2"
"12518","      830 76  4"
"12519","      830 76  6"
"12520","      830 82  5"
"12521","      830 89  1"
"12522","      831  4  3"
"12523","      831 22  2"
"12524","      831 40  2"
"12525","      831 46  3"
"12526","      831 46  5"
"12527","      831 52  2"
"12528","      831 52  5"
"12529","      831 70  3"
"12530","      831 70  4"
"12531","      831 76  2"
"12532","      831 82  2"
"12533","      831 88  2"
"12534","      831 94  2"
"12535","      831107  2"
"12536","      831119  2"
"12537","      831137  2"
"12538","      831143  4"
"12539","      831161  2"
"12540","      831167  2"
"12541","      831173  1"
"12542","      831179  2"
"12543","      831185  2"
"12544","      831191  4"
"12545","      832 12  2"
"12546","      832 18  2"
"12547","      832 18  3"
"12548","      832 30  1"
"12549","      832 36  4"
"12550","      832 49  1"
"12551","      832 61  3"
"12552","      832 67  2"
"12553","      832 73  3"
"12554","      832 73  6"
"12555","      832 79  1"
"12556","      832 79  2"
"12557","      832 86  1"
"12558","      832 86  3"
"12559","      832 92  2"
"12560","      832 98  3"
"12561","      832 98  4"
"12562","      832104  1"
"12563","      832110  2"
"12564","      832116  2"
"12565","      834 10  2"
"12566","      834 16  4"
"12567","      834 16  7"
"12568","      834 23  1"
"12569","      834 23  3"
"12570","      834 41  3"
"12571","      834 47  4"
"12572","      834 47  6"
"12573","      834 60  2"
"12574","      834 66  2"
"12575","      834 72  2"
"12576","      834 72  3"
"12577","      835  4  2"
"12578","      835 17  3"
"12579","      835 24  2"
"12580","      835 38  4"
"12581","      835 51  3"
"12582","      835 51  4"
"12583","      835 51  5"
"12584","      835 58  2"
"12585","      835 58  3"
"12586","      835 78  3"
"12587","      835 78  4"
"12588","      835 78  5"
"12589","      835 78  6"
"12590","      835 91  1"
"12591","      835 98  3"
"12592","      835 98  6"
"12593","      835105  2"
"12594","      835112  2"
"12595","      835118  3"
"12596","      835118  5"
"12597","      836  2  2"
"12598","      836  2  3"
"12599","      836  9  2"
"12600","      836  9  3"
"12601","      836 16  2"
"12602","      836 23  4"
"12603","      836 30  3"
"12604","      836 30  4"
"12605","      836 37  2"
"12606","      836 58  2"
"12607","      836 65  2"
"12608","      836 72  2"
"12609","      836 86  2"
"12610","      836 86  3"
"12611","      836 93  2"
"12612","      836 93  3"
"12613","      836 93  8"
"12614","      839  5  1"
"12615","      839  5  2"
"12616","      839 11  2"
"12617","      839 17  2"
"12618","      839 24  2"
"12619","      839 30  2"
"12620","      839 30  5"
"12621","      839 30  6"
"12622","      839 36  2"
"12623","      839 36  4"
"12624","      839 36  5"
"12625","      839 42  2"
"12626","      839 42  3"
"12627","      839 48  2"
"12628","      839 48  3"
"12629","      839 54  2"
"12630","      839 67  2"
"12631","      839 73  2"
"12632","      839 73  3"
"12633","      840  5  2"
"12634","      840 17  2"
"12635","      840 17  4"
"12636","      840 22  2"
"12637","      840 28  2"
"12638","      840 34  2"
"12639","      840 39  2"
"12640","      840 45  2"
"12641","      840 51  2"
"12642","      840 57  1"
"12643","      840 62  3"
"12644","      840 62  4"
"12645","      840 62  6"
"12646","      840 74  1"
"12647","      840 74  2"
"12648","      840 79  2"
"12649","      840 79  4"
"12650","      841  4  2"
"12651","      841 10  2"
"12652","      841 10  3"
"12653","      841 10  5"
"12654","      841 16  1"
"12655","      841 16  2"
"12656","      841 22  2"
"12657","      841 28  2"
"12658","      841 34  3"
"12659","      841 40  1"
"12660","      841 46  2"
"12661","      841 52  2"
"12662","      841 57  2"
"12663","      841 75  1"
"12664","      844  3  3"
"12665","      844  8  2"
"12666","      844 17  2"
"12667","      844 21  2"
"12668","      844 26  6"
"12669","      844 31  4"
"12670","      844 35  2"
"12671","      844 40  1"
"12672","      844 40  2"
"12673","      844 40  4"
"12674","      844 44  2"
"12675","      844 49  2"
"12676","      845  5  5"
"12677","      845 12  2"
"12678","      845 44  4"
"12679","      845 50  2"
"12680","      845 57  2"
"12681","      845 63  2"
"12682","      845 69  2"
"12683","      845 76  1"
"12684","      845 89  3"
"12685","      845114  3"
"12686","      846  6  2"
"12687","      846 12  3"
"12688","      846 17  2"
"12689","      846 17  4"
"12690","      846 17  8"
"12691","      846 23  2"
"12692","      846 29  4"
"12693","      846 29  6"
"12694","      846 35  1"
"12695","      846 41  2"
"12696","      846 53  1"
"12697","      846 59  2"
"12698","      846 65  2"
"12699","      846 65  4"
"12700","      846 70  2"
"12701","      846 70  3"
"12702","      846 76  2"
"12703","      846 76  5"
"12704","      846 76  6"
"12705","      846 82  2"
"12706","      846 88  2"
"12707","      846 94  5"
"12708","      846100  2"
"12709","      847  5  2"
"12710","      847  5  4"
"12711","      847 12  2"
"12712","      847 18  2"
"12713","      847 25  4"
"12714","      847 25  5"
"12715","      847 25  7"
"12716","      847 31  1"
"12717","      847 38  2"
"12718","      847 38  3"
"12719","      847 45  1"
"12720","      847 51  1"
"12721","      847 51  3"
"12722","      847 65  2"
"12723","      847 71  3"
"12724","      847 85  3"
"12725","      847 85  5"
"12726","      847 98  3"
"12727","      847 98  5"
"12728","      847105  2"
"12729","      849  4  2"
"12730","      849 10  2"
"12731","      849 10  5"
"12732","      849 17  2"
"12733","      849 17  3"
"12734","      849 23  2"
"12735","      849 23  6"
"12736","      849 36  2"
"12737","      849 43  2"
"12738","      849 43  3"
"12739","      849 49  2"
"12740","      849 56  2"
"12741","      849 63  2"
"12742","      849 69  2"
"12743","      849 82  2"
"12744","      849 82  3"
"12745","      849 89  2"
"12746","      849 89  3"
"12747","      849 89  4"
"12748","      849 95  2"
"12749","      849102  2"
"12750","      849108  2"
"12751","      849108  3"
"12752","      849115  2"
"12753","      850  2  2"
"12754","      850  2  3"
"12755","      850  9  2"
"12756","      850 16  2"
"12757","      850 45  1"
"12758","      850 52  2"
"12759","      850 59  2"
"12760","      850 81  2"
"12761","      850 88  2"
"12762","      850 88  3"
"12763","      850 88  4"
"12764","      850 88  5"
"12765","      850 95  3"
"12766","      850 95  4"
"12767","      850102  2"
"12768","      850109  3"
"12769","      851 10  3"
"12770","      851 10  4"
"12771","      851 10  5"
"12772","      851 10  9"
"12773","      851 17  1"
"12774","      851 17  4"
"12775","      851 37  4"
"12776","      851 43  3"
"12777","      851 43  4"
"12778","      851 50  3"
"12779","      851 57  6"
"12780","      851 63  2"
"12781","      851 63  3"
"12782","      851 70  2"
"12783","      851 77  3"
"12784","      851 83  2"
"12785","      851 97  2"
"12786","      851 97  3"
"12787","      851103  4"
"12788","      851110  2"
"12789","      851110  3"
"12790","      851123  3"
"12791","      851130  2"
"12792","      851143  2"
"12793","      851150  3"
"12794","      851156  2"
"12795","      851156  4"
"12796","      851163  2"
"12797","      851170  2"
"12798","      851170  6"
"12799","      851183  2"
"12800","      851190  3"
"12801","      851196  3"
"12802","      851203  2"
"12803","      854  6  1"
"12804","      854 13  2"
"12805","      854 20  2"
"12806","      854 41  1"
"12807","      854 41  3"
"12808","      854 48  3"
"12809","      854 55  2"
"12810","      854 61  4"
"12811","      854 61  6"
"12812","      854 68  4"
"12813","      854 75  4"
"12814","      854 89  2"
"12815","      855  1  2"
"12816","      855  8  1"
"12817","      855 15  2"
"12818","      855 28  2"
"12819","      855 28  3"
"12820","      855 35  2"
"12821","      855 61  2"
"12822","      855 68  2"
"12823","      856  3  2"
"12824","      856  3  3"
"12825","      856  3  6"
"12826","      856  3  8"
"12827","      856  9  3"
"12828","      856  9  4"
"12829","      856 14  2"
"12830","      856 31  3"
"12831","      856 31  5"
"12832","      856 42  2"
"12833","      856 47  3"
"12834","      856 53  1"
"12835","      856 53  3"
"12836","      856 53  6"
"12837","      859  6  2"
"12838","      859 20  2"
"12839","      859 26  2"
"12840","      859 26  3"
"12841","      859 33  7"
"12842","      859 40  2"
"12843","      859 40  6"
"12844","      859 53  2"
"12845","      859 53  3"
"12846","      859 53  5"
"12847","      859 67  2"
"12848","      859 67  3"
"12849","      859 73  2"
"12850","      859 80  1"
"12851","      859 87  2"
"12852","      860  5  3"
"12853","      860 25  1"
"12854","      860 25  4"
"12855","      860 32  2"
"12856","      860 46  2"
"12857","      860 53  2"
"12858","      860 53  6"
"12859","      860 60  2"
"12860","      860 66  1"
"12861","      860 73  1"
"12862","      860 87  2"
"12863","      860 94  2"
"12864","      861 11  2"
"12865","      861 18  4"
"12866","      861 18  5"
"12867","      861 45  1"
"12868","      861 45  3"
"12869","      861 52  6"
"12870","      861 52  8"
"12871","      861 58  1"
"12872","      861 58  3"
"12873","      861 65  2"
"12874","      861 65  3"
"12875","      861 86  2"
"12876","      861 86  6"
"12877","      861 93  5"
"12878","      861 99  2"
"12879","      861113  5"
"12880","      861113  6"
"12881","      861127  3"
"12882","      861127  4"
"12883","      861133  3"
"12884","      861140  2"
"12885","      862  5  3"
"12886","      862 12  3"
"12887","      862 19  2"
"12888","      862 26  2"
"12889","      862 40  2"
"12890","      862 40  5"
"12891","      862 47  1"
"12892","      862 54  2"
"12893","      862 61  2"
"12894","      862 68  3"
"12895","      862 68  5"
"12896","      862 68  7"
"12897","      862 75  2"
"12898","      862 75  3"
"12899","      862 75  4"
"12900","      862 89  1"
"12901","      862 96  2"
"12902","      862 96  3"
"12903","      862110  2"
"12904","      862110  4"
"12905","      862117  2"
"12906","      862131  1"
"12907","      862131  2"
"12908","      862138  5"
"12909","      864 15  3"
"12910","      864 15  6"
"12911","      864 21  5"
"12912","      864 28  4"
"12913","      864 35  4"
"12914","      864 42  3"
"12915","      864 42  4"
"12916","      864 48  2"
"12917","      864 55  5"
"12918","      864 62  2"
"12919","      864 82  3"
"12920","      864 82  4"
"12921","      864 82  5"
"12922","      864 89  2"
"12923","      864 89  5"
"12924","      864102  2"
"12925","      864102  3"
"12926","      865  1  1"
"12927","      865  7  2"
"12928","      865  7  3"
"12929","      865  7  5"
"12930","      865 12  2"
"12931","      865 17  1"
"12932","      865 17  2"
"12933","      865 22  1"
"12934","      865 28  2"
"12935","      865 33  2"
"12936","      865 43  2"
"12937","      865 49  2"
"12938","      865 49  4"
"12939","      865 54  2"
"12940","      865 59  2"
"12941","      866  5  2"
"12942","      866  5  7"
"12943","      866 11  4"
"12944","      866 11  6"
"12945","      866 17  2"
"12946","      866 17  3"
"12947","      866 17  4"
"12948","      866 23  2"
"12949","      866 35  2"
"12950","      866 42  2"
"12951","      866 48  2"
"12952","      866 54  2"
"12953","      866 54  5"
"12954","      866 60  2"
"12955","      866 66  2"
"12956","      866 78  2"
"12957","      866 85  3"
"12958","      866 85  5"
"12959","      869 16  2"
"12960","      869 43  2"
"12961","      869 61  3"
"12962","      869 61  5"
"12963","      869 69  2"
"12964","      869 69  3"
"12965","      869 69  4"
"12966","      869 69  5"
"12967","      869 87  4"
"12968","      869 96  2"
"12969","      869 96  5"
"12970","      869 96 10"
"12971","      869105  2"
"12972","      869122  3"
"12973","      869122  4"
"12974","      869140  4"
"12975","      869149  1"
"12976","      870  3  2"
"12977","      870  3  3"
"12978","      870 11  2"
"12979","      870 20  1"
"12980","      870 20  3"
"12981","      870 29  2"
"12982","      870 37  2"
"12983","      870 46  2"
"12984","      870 46  3"
"12985","      870 46  4"
"12986","      870 54  2"
"12987","      870 54  4"
"12988","      870 63  2"
"12989","      870 63  3"
"12990","      870 63  5"
"12991","      870 71  2"
"12992","      870 80  1"
"12993","      870 88  2"
"12994","      870 88  6"
"12995","      870 97  2"
"12996","      870106  2"
"12997","      870106  3"
"12998","      870106  7"
"12999","      870114  2"
"13000","      870114  5"
"13001","      870123  2"
"13002","      870131  3"
"13003","      870148  2"
"13004","      870165  2"
"13005","      871  4  2"
"13006","      871 29  1"
"13007","      871 34  3"
"13008","      871 54  3"
"13009","      871 64  2"
"13010","      871 68  2"
"13011","      871 68  5"
"13012","      871 73  2"
"13013","      871 78  2"
"13014","      871 78  3"
"13015","      871 88  2"
"13016","      871 88  3"
"13017","      874  4  2"
"13018","      874  9  2"
"13019","      874 15  2"
"13020","      874 15  4"
"13021","      874 20  2"
"13022","      874 42  2"
"13023","      874 42  3"
"13024","      874 42  7"
"13025","      874 53  2"
"13026","      874 64  2"
"13027","      874 70  3"
"13028","      874 70  4"
"13029","      874 75  2"
"13030","      874 75  3"
"13031","      875  1  4"
"13032","      875  1  7"
"13033","      875 20  2"
"13034","      875 20  3"
"13035","      875 20  5"
"13036","      875 27  2"
"13037","      875 39  2"
"13038","      875 39  3"
"13039","      875 39  4"
"13040","      875 52  3"
"13041","      875 52  4"
"13042","      875 65  2"
"13043","      875 65  8"
"13044","      875 71  2"
"13045","      875 78  2"
"13046","      875 84  2"
"13047","      875 90  2"
"13048","      875 97  2"
"13049","      875 97  5"
"13050","      876 24  2"
"13051","      876 31  2"
"13052","      876 38  2"
"13053","      876 38  3"
"13054","      876 45  1"
"13055","      876 45  6"
"13056","      876 52  2"
"13057","      876 66  2"
"13058","      876 74  2"
"13059","      876 81  2"
"13060","      877  4  2"
"13061","      877  9  2"
"13062","      877  9  7"
"13063","      877 14  2"
"13064","      877 19  3"
"13065","      877 30  2"
"13066","      877 30  5"
"13067","      877 35  1"
"13068","      877 35  5"
"13069","      877 45  2"
"13070","      877 45  4"
"13071","      877 50  2"
"13072","      877 56  2"
"13073","      877 56  3"
"13074","      877 66  5"
"13075","      877 71  2"
"13076","      877 71  4"
"13077","      877 81  2"
"13078","      877 87  2"
"13079","      879  2  2"
"13080","      879  2  3"
"13081","      879  2  4"
"13082","      879 16  2"
"13083","      879 29  2"
"13084","      879 29  3"
"13085","      879 34  1"
"13086","      879 34  5"
"13087","      879 34  9"
"13088","      879 43  1"
"13089","      879 47  2"
"13090","      879 52  5"
"13091","      879 56  2"
"13092","      879 56  3"
"13093","      879 70  4"
"13094","      880  5  2"
"13095","      880 16  2"
"13096","      880 27  2"
"13097","      880 27  3"
"13098","      880 38  2"
"13099","      880 38  3"
"13100","      880 43  1"
"13101","      880 43  2"
"13102","      880 43  5"
"13103","      880 43  7"
"13104","      880 49  1"
"13105","      880 49  4"
"13106","      880 49  5"
"13107","      880 49  6"
"13108","      880 54  2"
"13109","      880 60  1"
"13110","      880 65  2"
"13111","      880 65  5"
"13112","      880 70  1"
"13113","      880 70  2"
"13114","      880 70  5"
"13115","      880 76  2"
"13116","      884  9  2"
"13117","      884 15  4"
"13118","      884 21  2"
"13119","      884 34  1"
"13120","      884 46  3"
"13121","      884 58  2"
"13122","      884 64  2"
"13123","      884 71  2"
"13124","      884 77  2"
"13125","      884 83  2"
"13126","      884 83  8"
"13127","      885 14  2"
"13128","      885 14  4"
"13129","      885 17  3"
"13130","      885 20  2"
"13131","      885 26  3"
"13132","      885 29  2"
"13133","      885 29  4"
"13134","      885 35  2"
"13135","      885 42  3"
"13136","      885 45  2"
"13137","      885 48  3"
"13138","      886 18  2"
"13139","      886 18  4"
"13140","      886 18  5"
"13141","      886 21  2"
"13142","      886 28  2"
"13143","      886 43  2"
"13144","      889 25  4"
"13145","      889 25  5"
"13146","      889 26  2"
"13147","      889 28  2"
"13148","      889 30  2"
"13149","      889 30  3"
"13150","      889 31  5"
"13151","      889 31  7"
"13152","      889 32  2"
"13153","      889 32  3"
"13154","      889 73  3"
"13155","      889 79  3"
"13156","      889 81  2"
"13157","      890 17  2"
"13158","      890 19  2"
"13159","      890 19  6"
"13160","      890 20  1"
"13161","      890 21  2"
"13162","      890 21  9"
"13163","      890 22  2"
"13164","      890 24  3"
"13165","      890 57  2"
"13166","      890 58  2"
"13167","      890 59  2"
"13168","      890 60  2"
"13169","      890 61  2"
"13170","      890 62  5"
"13171","      890 63  1"
"13172","      890 63  2"
"13173","      891  9  2"
"13174","      891 10  2"
"13175","      891 11  2"
"13176","      891 12  4"
"13177","      891 13  3"
"13178","      891 13  4"
"13179","      891 15  2"
"13180","      891 15  6"
"13181","      891 65  2"
"13182","      891 66  3"
"13183","      891 67  2"
"13184","      891 69  2"
"13185","      891 69  5"
"13186","      891 70  1"
"13187","      891 71  2"
"13188","      891 72  2"
"13189","      891121  2"
"13190","      891121  3"
"13191","      891122  2"
"13192","      891122  4"
"13193","      891123  1"
"13194","      891124  2"
"13195","      891125  1"
"13196","      891126  2"
"13197","      891127  2"
"13198","      891127  3"
"13199","      891127  5"
"13200","      891127  6"
"13201","      891128  2"
"13202","      891177  1"
"13203","      891177  3"
"13204","      891177  4"
"13205","      891178  2"
"13206","      891179  2"
"13207","      891180  2"
"13208","      891181  1"
"13209","      891182  2"
"13210","      891183  2"
"13211","      891233  5"
"13212","      891233  6"
"13213","      891234  3"
"13214","      891235  1"
"13215","      891236  2"
"13216","      892 10  2"
"13217","      892 12  2"
"13218","      892 13  2"
"13219","      892 13  3"
"13220","      892 14  2"
"13221","      892 43  2"
"13222","      892 44  1"
"13223","      892 46  2"
"13224","      892 47  2"
"13225","      892 48  2"
"13226","      892 48  3"
"13227","      892 74  4"
"13228","      892 75  2"
"13229","      892 78  2"
"13230","      892 79  2"
"13231","      892 80  2"
"13232","      892107  2"
"13233","      892108  2"
"13234","      892129  2"
"13235","      892131  1"
"13236","      892131  2"
"13237","      892132  2"
"13238","      892132  3"
"13239","      892133  2"
"13240","      894  4  2"
"13241","      894  5  2"
"13242","      894  7  2"
"13243","      894  8  2"
"13244","      894 38  2"
"13245","      894 39  2"
"13246","      894 59  2"
"13247","      894 60  1"
"13248","      895  1  1"
"13249","      895  1  2"
"13250","      895  3  2"
"13251","      895  4  2"
"13252","      895  5  2"
"13253","      895  7  2"
"13254","      895  7  3"
"13255","      895  9  2"
"13256","      895 28  2"
"13257","      895 30  6"
"13258","      895 32  3"
"13259","      895 33  2"
"13260","      896  1  2"
"13261","      896  1  9"
"13262","      896  2  2"
"13263","      896  3  2"
"13264","      896  5  1"
"13265","      896 34  3"
"13266","      896 35  3"
"13267","      899  1  1"
"13268","      899  7  2"
"13269","      899  7  5"
"13270","      899 12  1"
"13271","      899 22  1"
"13272","      899 28  2"
"13273","      899 38  1"
"13274","      899 49  1"
"13275","      899 49  5"
"13276","      899 54  2"
"13277","      899 70  2"
"13278","      899 70  5"
"13279","      899 75  2"
"13280","      899 80  2"
"13281","      899 80  4"
"13282","      900  2  2"
"13283","      900  8  2"
"13284","      900  8  4"
"13285","      900 18  2"
"13286","      900 18  5"
"13287","      900 18  7"
"13288","      900 24  1"
"13289","      900 29  3"
"13290","      900 29  4"
"13291","      900 29  6"
"13292","      900 40  4"
"13293","      900 45  6"
"13294","      900 51  2"
"13295","      900 61  2"
"13296","      900 61  4"
"13297","      900 61  6"
"13298","      900 67  1"
"13299","      900 67  2"
"13300","      900 67  4"
"13301","      900 72  2"
"13302","      900 78  1"
"13303","      900 78  2"
"13304","      900 83  2"
"13305","      900 83  3"
"13306","      900 83  4"
"13307","      900 88  2"
"13308","      900 88  4"
"13309","      900 94  2"
"13310","      901  3  2"
"13311","      901  9  2"
"13312","      901 14  3"
"13313","      901 14  4"
"13314","      901 20  2"
"13315","      901 25  1"
"13316","      901 31  2"
"13317","      901 31  4"
"13318","      901 37  2"
"13319","      901 42  2"
"13320","      901 42  6"
"13321","      901 48  1"
"13322","      901 54  3"
"13323","      901 59  2"
"13324","      901 59  4"
"13325","      901 65  1"
"13326","      901 65  3"
"13327","      901 71  2"
"13328","      901 76  1"
"13329","      901 82  2"
"13330","      901 87  2"
"13331","      901 93  2"
"13332","      901 93  4"
"13333","      901110  2"
"13334","      901116  4"
"13335","      901116  6"
"13336","      901121  3"
"13337","      904 13  4"
"13338","      904 13  5"
"13339","      904 18  3"
"13340","      904 23  2"
"13341","      904 23  6"
"13342","      904 23  8"
"13343","      904 39  5"
"13344","      904 45  2"
"13345","      904 45  3"
"13346","      904 50  1"
"13347","      904 50  2"
"13348","      904 55  2"
"13349","      904 55  7"
"13350","      904 66  1"
"13351","      904 71  2"
"13352","      904 76  6"
"13353","      904 76  9"
"13354","      904 82  3"
"13355","      904 82  4"
"13356","      904 82  5"
"13357","      904 82  6"
"13358","      904 87  2"
"13359","      904 92  5"
"13360","      904 92  6"
"13361","      904 92  9"
"13362","      904 98  4"
"13363","      904 98  6"
"13364","      904103  2"
"13365","      904103  4"
"13366","      904108  2"
"13367","      904113  2"
"13368","      904119  2"
"13369","      904129  4"
"13370","      904135  2"
"13371","      904140  3"
"13372","      904145  5"
"13373","      904145  7"
"13374","      904150  5"
"13375","      904156  2"
"13376","      904156  3"
"13377","      904162  4"
"13378","      904162  5"
"13379","      904162  9"
"13380","      904162 12"
"13381","      905  9  2"
"13382","      905 14  2"
"13383","      905 18  2"
"13384","      905 23  2"
"13385","      905 23  3"
"13386","      905 23  4"
"13387","      905 28  2"
"13388","      905 28  3"
"13389","      905 28  4"
"13390","      905 33  6"
"13391","      905 43  2"
"13392","      905 48  2"
"13393","      905 48  6"
"13394","      905 52  2"
"13395","      905 57  4"
"13396","      905 57  7"
"13397","      905 62  2"
"13398","      905 67  2"
"13399","      905 67  3"
"13400","      905 67  5"
"13401","      905 71  4"
"13402","      905 77  2"
"13403","      905 77  5"
"13404","      905 77  7"
"13405","      905 82  3"
"13406","      905 86  1"
"13407","      905 86  6"
"13408","      905 91  4"
"13409","      905 96  2"
"13410","      905 96  3"
"13411","      905 96  4"
"13412","      905101  2"
"13413","      905111  2"
"13414","      905120  2"
"13415","      905120  3"
"13416","      905120  5"
"13417","      905125  1"
"13418","      905130  4"
"13419","      906  5  2"
"13420","      906 11  4"
"13421","      906 28  3"
"13422","      906 28  8"
"13423","      906 34  2"
"13424","      906 34  3"
"13425","      906 40  2"
"13426","      906 45  1"
"13427","      906 45  2"
"13428","      906 51  2"
"13429","      906 57  3"
"13430","      906 68  1"
"13431","      906 74  2"
"13432","      906 80  4"
"13433","      906 86  2"
"13434","      906 91  1"
"13435","      906 91  5"
"13436","      906 97  2"
"13437","      907 10  4"
"13438","      907 10  6"
"13439","      907 14  3"
"13440","      907 22  2"
"13441","      907 22  5"
"13442","      907 22  6"
"13443","      907 31  2"
"13444","      907 35  2"
"13445","      907 39  1"
"13446","      907 39  2"
"13447","      907 48  4"
"13448","      907 48  5"
"13449","      907 69  2"
"13450","      907 73  1"
"13451","      907 86  2"
"13452","      909  4  2"
"13453","      909 10  2"
"13454","      909 16  1"
"13455","      909 21  2"
"13456","      909 27  2"
"13457","      909 27  5"
"13458","      909 32  2"
"13459","      909 38  2"
"13460","      909 49  1"
"13461","      909 55  2"
"13462","      909 60  2"
"13463","      909 66  2"
"13464","      909 66  3"
"13465","      909 72  2"
"13466","      909 72  3"
"13467","      909 77  2"
"13468","      909 88  2"
"13469","      909 88  5"
"13470","      909 94  1"
"13471","      909 94  2"
"13472","      909 94  3"
"13473","      909 94  4"
"13474","      909 94  5"
"13475","      909 99  3"
"13476","      909 99  5"
"13477","      909105  2"
"13478","      909105  3"
"13479","      909111  2"
"13480","      909111  4"
"13481","      909111  5"
"13482","      909111  6"
"13483","      909116  2"
"13484","      909122  2"
"13485","      909122  4"
"13486","      909133  2"
"13487","      909139  3"
"13488","      909150  2"
"13489","      909150  3"
"13490","      909150  4"
"13491","      909155  1"
"13492","      909155  2"
"13493","      909155  4"
"13494","      909155  5"
"13495","      909167  3"
"13496","      909178  2"
"13497","      909183  2"
"13498","      909189  2"
"13499","      909195  2"
"13500","      909200  3"
"13501","      909211  2"
"13502","      909217  4"
"13503","      910  1  4"
"13504","      910  7  2"
"13505","      910 12  2"
"13506","      910 12  3"
"13507","      910 12  4"
"13508","      910 12  5"
"13509","      910 17  2"
"13510","      910 17  7"
"13511","      910 23  2"
"13512","      910 28  1"
"13513","      910 28  3"
"13514","      910 28  4"
"13515","      910 38  2"
"13516","      910 38  8"
"13517","      910 44  3"
"13518","      910 49  4"
"13519","      910 54  2"
"13520","      910 54  3"
"13521","      910 65  2"
"13522","      910 70  2"
"13523","      910 81  2"
"13524","      910 81  7"
"13525","      910 86  2"
"13526","      910 91  2"
"13527","      910 97  2"
"13528","      910102  2"
"13529","      910102  3"
"13530","      910102  6"
"13531","      910107  1"
"13532","      910107  3"
"13533","      910107  4"
"13534","      910113  2"
"13535","      910118  2"
"13536","      910123  2"
"13537","      910134  2"
"13538","      910134  7"
"13539","      910139  2"
"13540","      910144  1"
"13541","      910155  1"
"13542","      910155  2"
"13543","      910160  2"
"13544","      910165  2"
"13545","      910176  2"
"13546","      911  1  2"
"13547","      911  7  1"
"13548","      911  7  3"
"13549","      911 12  1"
"13550","      911 12  3"
"13551","      911 18  4"
"13552","      911 18  5"
"13553","      911 24  1"
"13554","      911 24  5"
"13555","      911 29  2"
"13556","      911 29  3"
"13557","      911 35  1"
"13558","      911 35  3"
"13559","      911 35  4"
"13560","      911 35  5"
"13561","      911 41  2"
"13562","      911 46  5"
"13563","      911 46  7"
"13564","      911 52  2"
"13565","      911 52  3"
"13566","      911 52  4"
"13567","      911 58  2"
"13568","      911 63  1"
"13569","      911 69  2"
"13570","      911 69  4"
"13571","      911 74  2"
"13572","      911 86  2"
"13573","      911 86  6"
"13574","      911 86  9"
"13575","      911 91  2"
"13576","      911 91  4"
"13577","      911 91  7"
"13578","      911 97  2"
"13579","      911103  6"
"13580","      911114  2"
"13581","      911114  3"
"13582","      911114  4"
"13583","      911114  5"
"13584","      911114  8"
"13585","      914  4  2"
"13586","      914 14  2"
"13587","      914 14  4"
"13588","      914 20  1"
"13589","      914 20  5"
