"","caseid"
"25760","     1588 60  2"
"25761","     1588 66  2"
"25762","     1588 69  2"
"25763","     1588 74  3"
"25764","     1588 80  3"
"25765","     1589  1  3"
"25766","     1589  6  2"
"25767","     1589  6  8"
"25768","     1589 10  2"
"25769","     1589 27  2"
"25770","     1589 27  4"
"25771","     1589 47  2"
"25772","     1589 50  3"
"25773","     1589 57  2"
"25774","     1589 61  1"
"25775","     1589 74  1"
"25776","     1589 78  2"
"25777","     1589 88  1"
"25778","     1589 91  2"
"25779","     1589 91  4"
"25780","     1589 95  4"
"25781","     1589 95  6"
"25782","     1590  1  2"
"25783","     1590  2  2"
"25784","     1590  2  6"
"25785","     1590  3  2"
"25786","     1590  3  4"
"25787","     1590  5  2"
"25788","     1590  5  3"
"25789","     1590  6  2"
"25790","     1590  7  2"
"25791","     1590  7  4"
"25792","     1590  8  3"
"25793","     1590 49  2"
"25794","     1590 50  2"
"25795","     1590 51  2"
"25796","     1590 52  2"
"25797","     1590 53  2"
"25798","     1590 54  3"
"25799","     1590 55  2"
"25800","     1590 56  3"
"25801","     1590 91  6"
"25802","     1590 92  2"
"25803","     1590 93  2"
"25804","     1590 94  2"
"25805","     1590 94  3"
"25806","     1590 96  2"
"25807","     1590132  2"
"25808","     1590133  2"
"25809","     1590133  4"
"25810","     1591  9  2"
"25811","     1591 10  4"
"25812","     1591 11  2"
"25813","     1591 12  4"
"25814","     1591 13  2"
"25815","     1591 62  2"
"25816","     1591 62  5"
"25817","     1591 63  2"
"25818","     1591 97  2"
"25819","     1591 98  2"
"25820","     1591 99  2"
"25821","     1591100  3"
"25822","     1591100  6"
"25823","     1591100  8"
"25824","     1591101  3"
"25825","     1591102  3"
"25826","     1591102 11"
"25827","     1591103  3"
"25828","     1591137  2"
"25829","     1591139  3"
"25830","     1591140  2"
"25831","     1592  4  2"
"25832","     1592 13  2"
"25833","     1592 17  1"
"25834","     1592 17  2"
"25835","     1592 17  3"
"25836","     1592 22  2"
"25837","     1592 35  2"
"25838","     1592 40  2"
"25839","     1592 44  2"
"25840","     1592 53  4"
"25841","     1592 53  5"
"25842","     1592 67  1"
"25843","     1592 67  2"
"25844","     1592 72  2"
"25845","     1592 76  4"
"25846","     1592 76  6"
"25847","     1592 76  7"
"25848","     1592 85  2"
"25849","     1592 94  3"
"25850","     1593  2  4"
"25851","     1593  2  6"
"25852","     1593  7  2"
"25853","     1593  7  6"
"25854","     1593  7  9"
"25855","     1593  7 11"
"25856","     1593 11  2"
"25857","     1593 15  2"
"25858","     1593 15  6"
"25859","     1593 20  2"
"25860","     1593 20  3"
"25861","     1593 20  4"
"25862","     1593 28  2"
"25863","     1593 32  4"
"25864","     1593 37  2"
"25865","     1593 37  5"
"25866","     1593 41  1"
"25867","     1593 45  5"
"25868","     1593 54  3"
"25869","     1593 54  4"
"25870","     1593 54  6"
"25871","     1593 54  7"
"25872","     1593 58  2"
"25873","     1593 58  7"
"25874","     1593 62  2"
"25875","     1593 67  2"
"25876","     1593 67  3"
"25877","     1593 71  2"
"25878","     1593 75  2"
"25879","     1593 75  4"
"25880","     1593 80  4"
"25881","     1593 88  2"
"25882","     1593 88  3"
"25883","     1594  3  1"
"25884","     1594  3  2"
"25885","     1594  7  2"
"25886","     1594 12  2"
"25887","     1594 17  1"
"25888","     1594 17  4"
"25889","     1594 17  7"
"25890","     1594 21  2"
"25891","     1594 21  3"
"25892","     1594 21  4"
"25893","     1594 21  5"
"25894","     1594 26  4"
"25895","     1594 26  5"
"25896","     1594 31  4"
"25897","     1594 45  2"
"25898","     1594 45  3"
"25899","     1594 50  3"
"25900","     1594 54  2"
"25901","     1594 59  2"
"25902","     1594 69  2"
"25903","     1594 69  3"
"25904","     1594 73  3"
"25905","     1594 73  4"
"25906","     1594 78  3"
"25907","     1594 87  2"
"25908","     1594 87  3"
"25909","     1594 87  6"
"25910","     1594 92  4"
"25911","     1594 97  3"
"25912","     1595  3  6"
"25913","     1595  7  3"
"25914","     1595 12  2"
"25915","     1595 17  2"
"25916","     1595 17  3"
"25917","     1595 21  3"
"25918","     1595 21  4"
"25919","     1595 26  3"
"25920","     1595 26  4"
"25921","     1595 26  5"
"25922","     1595 31  3"
"25923","     1595 31  5"
"25924","     1595 36  2"
"25925","     1595 36  6"
"25926","     1595 45  1"
"25927","     1595 50  5"
"25928","     1595 54  2"
"25929","     1595 54  3"
"25930","     1595 54  4"
"25931","     1595 59  1"
"25932","     1595 59  2"
"25933","     1595 64  2"
"25934","     1595 64  6"
"25935","     1595 69  2"
"25936","     1595 69  4"
"25937","     1595 78  2"
"25938","     1595 83  6"
"25939","     1595 87  1"
"25940","     1595 92  1"
"25941","     1595 92  2"
"25942","     1595 97  2"
"25943","     1595 97  4"
"25944","     1595 97  5"
"25945","     1595 97  8"
"25946","     1596  2  2"
"25947","     1596  7  2"
"25948","     1596  7  4"
"25949","     1596  7  5"
"25950","     1596  7  6"
"25951","     1596 12  2"
"25952","     1596 17  5"
"25953","     1596 26  2"
"25954","     1596 26  3"
"25955","     1596 36  7"
"25956","     1596 41  6"
"25957","     1596 51  3"
"25958","     1596 55  2"
"25959","     1596 55  4"
"25960","     1596 55  6"
"25961","     1596 60  2"
"25962","     1596 60  6"
"25963","     1596 65  1"
"25964","     1596 65  2"
"25965","     1596 70  2"
"25966","     1596 75  2"
"25967","     1596 79  1"
"25968","     1596 84  1"
"25969","     1596 84  2"
"25970","     1596 99  2"
"25971","     1597  5  1"
"25972","     1597  5  2"
"25973","     1597 10  3"
"25974","     1597 19  2"
"25975","     1597 19  3"
"25976","     1597 19  5"
"25977","     1597 24  1"
"25978","     1597 24  2"
"25979","     1597 29  2"
"25980","     1597 34  2"
"25981","     1597 39  3"
"25982","     1597 39  6"
"25983","     1597 44  2"
"25984","     1597 54  5"
"25985","     1597 54  7"
"25986","     1597 59  5"
"25987","     1597 68  2"
"25988","     1597 68  3"
"25989","     1597 73  3"
"25990","     1597 78  2"
"25991","     1597 83  2"
"25992","     1597 83  3"
"25993","     1597 83  4"
"25994","     1597 83  6"
"25995","     1597 83  9"
"25996","     1597 88  3"
"25997","     1597 88  8"
"25998","     1597 93  2"
"25999","     1597 93  3"
"26000","     1597 93  4"
"26001","     1597 93  5"
"26002","     1597 98  1"
"26003","     1597103  4"
"26004","     1597103  5"
"26005","     1597103  6"
"26006","     1598  2  1"
"26007","     1598  2  3"
"26008","     1598  2  5"
"26009","     1598  8  2"
"26010","     1598 19  2"
"26011","     1598 25  3"
"26012","     1598 31  4"
"26013","     1598 31  5"
"26014","     1598 49  2"
"26015","     1598 49  3"
"26016","     1598 61  2"
"26017","     1598 67  1"
"26018","     1598 67  2"
"26019","     1598 79  2"
"26020","     1598 85  2"
"26021","     1598 91  1"
"26022","     1598 91  2"
"26023","     1598 91  5"
"26024","     1598 97  2"
"26025","     1598103  2"
"26026","     1598109  2"
"26027","     1598109  6"
"26028","     1598115  2"
"26029","     1598121  1"
"26030","     1599  8  3"
"26031","     1599  8  5"
"26032","     1599 14  2"
"26033","     1599 19  2"
"26034","     1599 24  2"
"26035","     1599 30  3"
"26036","     1599 35  4"
"26037","     1599 40  2"
"26038","     1599 46  3"
"26039","     1599 51  3"
"26040","     1599 51  7"
"26041","     1599 51  9"
"26042","     1599 67  2"
"26043","     1599 72  2"
"26044","     1599 78  2"
"26045","     1599 83  2"
"26046","     1599 88  3"
"26047","     1599 94  3"
"26048","     1599 94  6"
"26049","     1599 99  2"
"26050","     1599 99  4"
"26051","     1599110  3"
"26052","     1600  2  3"
"26053","     1600  7  2"
"26054","     1600 18  2"
"26055","     1600 24  2"
"26056","     1600 24  5"
"26057","     1600 34  2"
"26058","     1600 40  2"
"26059","     1600 45  2"
"26060","     1600 51  2"
"26061","     1600 56  3"
"26062","     1600 67  4"
"26063","     1600 67  7"
"26064","     1600 73  2"
"26065","     1600 84  1"
"26066","     1600 84  2"
"26067","     1600 89  3"
"26068","     1600 89  4"
"26069","     1600100  2"
"26070","     1600106  2"
"26071","     1600111  1"
"26072","     1600111  3"
"26073","     1601  3  3"
"26074","     1601  3  6"
"26075","     1601  8  2"
"26076","     1601 14  2"
"26077","     1601 18  5"
"26078","     1601 29  2"
"26079","     1601 39  2"
"26080","     1601 39  4"
"26081","     1601 44  2"
"26082","     1601 50  2"
"26083","     1601 55  1"
"26084","     1601 65  2"
"26085","     1601 65  3"
"26086","     1601 65  4"
"26087","     1601 70  2"
"26088","     1601 75  2"
"26089","     1601 75  3"
"26090","     1601 80  2"
"26091","     1601 86  2"
"26092","     1601 91  2"
"26093","     1601 96  2"
"26094","     1601101  2"
"26095","     1601106  3"
"26096","     1602  1  2"
"26097","     1602  6  1"
"26098","     1602 11  2"
"26099","     1602 25  3"
"26100","     1602 25  5"
"26101","     1602 39  2"
"26102","     1602 43  2"
"26103","     1602 48  2"
"26104","     1602 53  3"
"26105","     1602 62  2"
"26106","     1602 62  3"
"26107","     1602 62  5"
"26108","     1602 62  6"
"26109","     1602 67  2"
"26110","     1602 67  3"
"26111","     1602 67  5"
"26112","     1602 71  3"
"26113","     1602 71  7"
"26114","     1602 76  2"
"26115","     1602 81  5"
"26116","     1602 85  2"
"26117","     1602 90  1"
"26118","     1602 95  2"
"26119","     1603  7  4"
"26120","     1603 16  1"
"26121","     1603 21  3"
"26122","     1603 30  2"
"26123","     1603 30  3"
"26124","     1603 30  4"
"26125","     1603 39  2"
"26126","     1603 39  3"
"26127","     1603 39  4"
"26128","     1603 48  1"
"26129","     1603 53  3"
"26130","     1603 57  3"
"26131","     1603 66  2"
"26132","     1603 71  2"
"26133","     1603 71  4"
"26134","     1603 75  1"
"26135","     1603 75  2"
"26136","     1603 75  6"
"26137","     1603 75  7"
"26138","     1603 75  9"
"26139","     1603 80  1"
"26140","     1603 84  3"
"26141","     1603 84  5"
"26142","     1603 94  2"
"26143","     1603 94  4"
"26144","     1603 98  2"
"26145","     1603107  3"
"26146","     1604  2  2"
"26147","     1604  7  2"
"26148","     1604 11  1"
"26149","     1604 16  2"
"26150","     1604 20  2"
"26151","     1604 20  4"
"26152","     1604 20 10"
"26153","     1604 29  2"
"26154","     1604 29  3"
"26155","     1604 29  4"
"26156","     1604 33  4"
"26157","     1604 42  1"
"26158","     1604 46  1"
"26159","     1604 46  4"
"26160","     1604 55  2"
"26161","     1604 59  2"
"26162","     1604 64  4"
"26163","     1604 64  5"
"26164","     1604 68  2"
"26165","     1604 77  2"
"26166","     1604 77  3"
"26167","     1604 81  4"
"26168","     1604 86  2"
"26169","     1604 86  6"
"26170","     1604 90  1"
"26171","     1604 99  2"
"26172","     1604103  2"
"26173","     1604103  3"
"26174","     1605  2  2"
"26175","     1605  2  3"
"26176","     1605  2  5"
"26177","     1605 19  2"
"26178","     1605 23  3"
"26179","     1605 23  4"
"26180","     1605 27  3"
"26181","     1605 31  2"
"26182","     1605 35  2"
"26183","     1605 39  2"
"26184","     1605 52  1"
"26185","     1605 52  2"
"26186","     1605 52  3"
"26187","     1605 52  5"
"26188","     1605 56  2"
"26189","     1605 64  2"
"26190","     1605 72  3"
"26191","     1605 72  7"
"26192","     1605 76  2"
"26193","     1605 80  2"
"26194","     1605 85  2"
"26195","     1605 93  2"
"26196","     1606  4  2"
"26197","     1606  8  2"
"26198","     1606 16  2"
"26199","     1606 24  3"
"26200","     1606 24  4"
"26201","     1606 28  2"
"26202","     1606 32  2"
"26203","     1606 43  1"
"26204","     1606 47  1"
"26205","     1606 51  2"
"26206","     1606 51  4"
"26207","     1606 55  1"
"26208","     1606 59  1"
"26209","     1606 63  2"
"26210","     1606 63  5"
"26211","     1606 71  2"
"26212","     1606 75  2"
"26213","     1606 79  2"
"26214","     1606 79  4"
"26215","     1606 83  2"
"26216","     1606 83  4"
"26217","     1606 90  2"
"26218","     1606 94  1"
"26219","     1607  2  2"
"26220","     1607 11  2"
"26221","     1607 11  4"
"26222","     1607 16  2"
"26223","     1607 20  2"
"26224","     1607 25  2"
"26225","     1607 29  2"
"26226","     1607 38  2"
"26227","     1607 43  1"
"26228","     1607 43  2"
"26229","     1607 61  2"
"26230","     1607 74  2"
"26231","     1607 74  4"
"26232","     1607 79  2"
"26233","     1607 97  2"
"26234","     1607101  2"
"26235","     1608  4  2"
"26236","     1608  8  2"
"26237","     1608 11  2"
"26238","     1608 11  3"
"26239","     1608 15  2"
"26240","     1608 18  3"
"26241","     1608 29  2"
"26242","     1608 29  3"
"26243","     1608 33  2"
"26244","     1608 40  2"
"26245","     1608 44  2"
"26246","     1608 44  5"
"26247","     1608 58  2"
"26248","     1608 62  1"
"26249","     1608 69  2"
"26250","     1608 73  3"
"26251","     1608 76  3"
"26252","     1608 80  3"
"26253","     1608 84  3"
"26254","     1608 84  4"
"26255","     1608 87  2"
"26256","     1609  8  3"
"26257","     1609 12  2"
"26258","     1609 20  3"
"26259","     1609 20  4"
"26260","     1609 20  5"
"26261","     1609 32  2"
"26262","     1609 36  3"
"26263","     1609 40  3"
"26264","     1609 40  4"
"26265","     1609 40  5"
"26266","     1609 44  1"
"26267","     1609 44  2"
"26268","     1609 56  2"
"26269","     1609 60  2"
"26270","     1609 63  2"
"26271","     1609 67  2"
"26272","     1609 71  3"
"26273","     1609 71  4"
"26274","     1609 75  2"
"26275","     1609 83  2"
"26276","     1609 91  3"
"26277","     1609 91  5"
"26278","     1609 91  7"
"26279","     1609 91  8"
"26280","     1609 95  2"
"26281","     1609 95  4"
"26282","     1609 95  5"
"26283","     1610  1  1"
"26284","     1610 15  2"
"26285","     1610 20  6"
"26286","     1610 20  7"
"26287","     1610 29  2"
"26288","     1610 34  5"
"26289","     1610 39  2"
"26290","     1610 44  2"
"26291","     1610 44  3"
"26292","     1610 53  2"
"26293","     1610 58  2"
"26294","     1610 86  1"
"26295","     1610 86  2"
"26296","     1610 91  2"
"26297","     1610100  2"
"26298","     1610100  3"
"26299","     1610105  2"
"26300","     1610109  1"
"26301","     1611  9  2"
"26302","     1611 19  1"
"26303","     1611 24  2"
"26304","     1611 24  3"
"26305","     1611 34  2"
"26306","     1611 43  6"
"26307","     1611 53  2"
"26308","     1611 53  3"
"26309","     1611 63  2"
"26310","     1611 68  2"
"26311","     1611 73  2"
"26312","     1611 73  3"
"26313","     1611 83  4"
"26314","     1611 93  4"
"26315","     1611 98  6"
"26316","     1611102  4"
"26317","     1611107  3"
"26318","     1611117  2"
"26319","     1612  2  2"
"26320","     1612  6  2"
"26321","     1612  6  6"
"26322","     1612 10  2"
"26323","     1612 22  4"
"26324","     1612 26  2"
"26325","     1612 30  2"
"26326","     1612 34  2"
"26327","     1612 50  1"
"26328","     1612 59  2"
"26329","     1612 75  2"
"26330","     1612 83  2"
"26331","     1612 87  3"
"26332","     1612 87  6"
"26333","     1612 91  2"
"26334","     1613  7  3"
"26335","     1613  7  4"
"26336","     1613 15  3"
"26337","     1613 23  1"
"26338","     1613 23  3"
"26339","     1613 23  4"
"26340","     1613 23  5"
"26341","     1613 27  3"
"26342","     1613 27  4"
"26343","     1613 27  8"
"26344","     1613 31  5"
"26345","     1613 35  2"
"26346","     1613 52  6"
"26347","     1613 52 10"
"26348","     1613 64  2"
"26349","     1613 64  3"
"26350","     1613 68  3"
"26351","     1613 73  3"
"26352","     1613 77  1"
"26353","     1613 77  3"
"26354","     1613 81  2"
"26355","     1613 81  4"
"26356","     1613 89  2"
"26357","     1613 89  3"
"26358","     1613 93  2"
"26359","     1613 93  3"
"26360","     1613 97  4"
"26361","     1614 33  3"
"26362","     1614 33  7"
"26363","     1614 34  4"
"26364","     1614 35  4"
"26365","     1614 35  9"
"26366","     1614 37  2"
"26367","     1614 38  2"
"26368","     1614 38  4"
"26369","     1614 39  2"
"26370","     1614 40  3"
"26371","     1614 40  4"
"26372","     1614 40  6"
"26373","     1614 40 12"
"26374","     1614 96  2"
"26375","     1614 97  1"
"26376","     1614 98  2"
"26377","     1614 98  3"
"26378","     1614 98  4"
"26379","     1614 98  5"
"26380","     1614 99  3"
"26381","     1614 99  5"
"26382","     1614102  2"
"26383","     1614102  5"
"26384","     1614104  2"
"26385","     1614104  6"
"26386","     1614160  2"
"26387","     1614161  2"
"26388","     1614161  3"
"26389","     1614161  4"
"26390","     1614162  2"
"26391","     1614162  4"
"26392","     1614162  5"
"26393","     1614163  2"
"26394","     1614163  7"
"26395","     1614164  3"
"26396","     1614164  4"
"26397","     1614165  3"
"26398","     1614165  5"
"26399","     1614166  5"
"26400","     1614167  2"
"26401","     1614167  6"
"26402","     1614168  2"
"26403","     1615 33  2"
"26404","     1615 34  5"
"26405","     1615 34  6"
